CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/12/2023,115,230,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,85,136,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,405,450,1.11
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,93,148.80,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,335,340,1.01
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,155,248,1.60
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,440,450,1.02
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,45,72,1.60
,COLEÇÃO 2023,COLEÇÃO 2023,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,14/12/2023,2490,1319.70,0.53
4089,MELISSA,COLEÇÃO 2024,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,14/12/2023,450,205,0.46
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/12/2023,1,185,185
4089,MELISSA,COLEÇÃO 2024,COLMEIA,HOT,HOT STAMPING,14/12/2023,450,670,1.49
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/12/2023,750,264,0.35
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/12/2023,1,185,185
4010,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,14/12/2023,750,670,0.89
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/12/2023,760,290,0.38
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,14/12/2023,1,185,185
4041,MELISSA,COLEÇÃO 2024,FAVO DE ABELHAS,HOT,HOT STAMPING,14/12/2023,760,670,0.88
9023,PASTEL BLOCK,FRESCOR 2022,COLOR,HOT,HOT STAMPING,14/12/2023,750,670,0.89
2900,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,14/12/2023,660,1500,2.27
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,19/12/2023,19,38,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,19/12/2023,15,30,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,19/12/2023,86,172,2
,PERSONALIZADO,2023,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,19/12/2023,40,64,1.60
4676,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,580,1010,1.74
4973,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,540,340,0.63
4997,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,540,340,0.63
4980,POLEN,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,540,340,0.63
4669,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,540,1010,1.87
4669,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,580,1165.80,2.01
4652,PASTEL BLOCK,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,580,1117.20,1.93
4133,MELISSA,,,VERNIZ,VERNIZ LOCALIZADO,19/12/2023,500,205,0.41
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,19/12/2023,1,185,185
4133,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,500,670,1.34
4133,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,19/12/2023,530,205,0.39
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,19/12/2023,1,185,185
4133,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,530,670,1.26
4164,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,19/12/2023,550,205,0.37
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,19/12/2023,1,185,185
4164,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,550,670,1.22
4140,MELISSA,COLEÇÃO 2024,MDF,VERNIZ,VERNIZ LOCALIZADO,19/12/2023,550,205,0.37
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,19/12/2023,1,185,185
4140,MELISSA,COLEÇÃO 2024,MDF,HOT,HOT STAMPING,19/12/2023,550,737,1.34
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,240,450,1.88
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,31,68.20,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,290,450,1.55
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,38,83.60,2.20
548,MELISSA,COLEÇÃO 2023,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,07/10/2024,1000,240,0.24
,,,,PRÉ-PRODUÇÃO,GRAVAÇÃO DE TELA,07/10/2024,1,220,220
7035,KRAFT,COLEÇÃO 2025,FLORES MINI,HOT,HOT STAMPING,07/10/2024,1060,784.40,0.74
7035,KRAFT,COLEÇÃO 2025,FLORES MINI,HOT,HOT STAMPING,07/10/2024,1060,350,0.33
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,07/10/2024,965,740,0.77
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,07/10/2024,965,350,0.36
,COLEÇÃO 2025,COLEÇÃO 2025,CAPAS,LAMINAÇÃO,LAM. FOSCA FR,07/10/2024,1870,1157.53,0.62
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,520,360,0.69
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,360,450,1.25
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,120,264,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,9,19.80,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,07/10/2024,70,154,2.20
2771,ASTRAL,COLEÇÃO 2024,ESPAÇO TEMPO,HOT,HOT STAMPING,07/10/2024,2000,3000,1.50
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,07/10/2024,2320,1716.80,0.74
5505/5499,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,07/10/2024,2320,812,0.35
2795,ASTRAL,COLEÇÃO 2024,CARTAS DO ZODÍACO,HOT,HOT STAMPING,07/10/2024,2500,3750,1.50
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,07/10/2024,2000,1480,0.74
5574,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,07/10/2024,2000,700,0.35
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/10/2024,269,450,1.67
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/10/2024,124,272.80,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/10/2024,130,286,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/10/2024,250,450,1.80
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,14/10/2024,490,450,0.92
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/10/2024,218,450,2.06
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/10/2024,170,374,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/10/2024,170,374,2.20
,PROTOTIPO,AVULSO,CAIXA,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/10/2024,63,138.60,2.20
,MELISSA,COLEÇÃO 2025,CASA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,22/10/2024,280,220,0.79
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,25/10/2024,230,450,1.96
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,25/10/2024,10,22,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,25/10/2024,20,44,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,25/10/2024,238,450,1.89
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,25/10/2024,40,88,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,11/11/2024,300,360,1.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,11/11/2024,130,286,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,11/11/2024,740,450,0.61
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/11/2024,510,450,0.88
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/11/2024,490,450,0.92
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/11/2024,420,450,1.07
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/11/2024,290,450,1.55
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,26/11/2024,140,308,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,710,439.49,0.62
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,640,360,0.56
7097,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,1000,309.50,0.31
7098,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,26/11/2024,1000,240,0.24
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,1000,309.50,0.31
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,26/11/2024,1000,240,0.24
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,2000,619,0.31
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,26/11/2024,2000,730,0.37
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,26/11/2024,2000,619,0.31
,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,26/11/2024,690,790,1.14
,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,12/02/2024,46,101.20,2.20
,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,12/02/2024,28,61.60,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,12/02/2024,128,281.60,2.20
,PROTOTIPO,FRESCOR 2025,LAGO/LITORAL,LAMINAÇÃO,LAM. FOSCA FR,12/02/2024,320,450,1.41
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,12/02/2024,163,358.60,2.20
7097,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,HOT,HOT STAMPING,02/12/2024,965,350,0.36
609,MELISSA,COLEÇÃO 2025,CAMINHO DAS ABELHAS,HOT,HOT STAMPING,02/12/2024,2000,1465,0.73
4003,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,02/12/2024,1000,740,0.74
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,02/12/2024,1900,1406,0.74
,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,02/12/2024,420,740,1.76
,PERSONALIZADO,2024,PERSONALIZADO,HOT,HOT STAMPING,02/12/2024,420,740,1.76
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,02/12/2024,1500,929,0.62
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,02/12/2024,1500,540,0.36
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,02/12/2024,1500,530,0.35
4119,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,02/12/2024,2000,640,0.32
4119,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,02/12/2024,2000,1480,0.74
548,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,02/12/2024,1700,740,0.44
548,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,02/12/2024,1700,574,0.34
1873,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,02/12/2024,1800,596,0.33
1873,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,02/12/2024,1800,1332,0.74
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/12/2024,184,404.80,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/12/2024,166,365.20,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/12/2024,63,138.60,2.20
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/12/2024,500,450,0.90
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,09/12/2024,267,450,1.69
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,16/12/2024,340,450,1.32
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,16/12/2024,323,450,1.39
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,16/12/2024,1010,450,0.45
6724,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,16/12/2024,1000,206.33,0.21
6854,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,16/12/2024,1000,206.33,0.21
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,16/12/2024,1000,206.33,0.21
6724,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,16/12/2024,1000,160,0.16
6854,MELISSA,COLEÇÃO 2025,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,16/12/2024,1000,160,0.16
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,16/12/2024,1000,160,0.16
4034,MELISSA,COLEÇÃO 2025,COLMEIA,LAMINAÇÃO,LAM. FOSCA FR,16/12/2024,1500,373.50,0.25
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,16/12/2024,1500,373.50,0.25
4034,MELISSA,COLEÇÃO 2025,COLMEIA,VERNIZ,VERNIZ LOCALIZADO,16/12/2024,1500,290,0.19
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,VERNIZ,VERNIZ LOCALIZADO,16/12/2024,1500,290,0.19
4034,MELISSA,COLEÇÃO 2025,COLMEIA,HOT,HOT STAMPING,16/12/2024,1500,1110,0.74
3976,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,27/12/2024,1530,1132.20,0.74
3983,MELISSA,COLEÇÃO 2025,FAVO DE ABELHAS,HOT,HOT STAMPING,27/12/2024,1000,740,0.74
,PERSONALIZADO,2024,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,27/12/2024,143,314.60,2.20
8285,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,2000,425.05,0.21
8278,LAGOA,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,2000,425.05,0.21
8520,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,2000,425.05,0.21
8261,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,212.52,0.21
8377,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,212.52,0.21
8483,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,212.52,0.21
8421,LAGOA,FRESCOR 2025,PEDALINHO,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1500,249,0.17
8445,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1500,249,0.17
8322,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1500,249,0.17
8309,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,124.50,0.12
8309,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,124.50,0.12
8309,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,124.50,0.12
8309,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,27/12/2024,1000,124.50,0.12
8254,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8292,LITORAL,FRESCOR 2025,MAR,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8476,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8353,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1000,475.50,0.48
8469,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1000,475.50,0.48
8513,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8438,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8349,LITORAL,FRESCOR 2025,CARDUME,LAMINAÇÃO,LAM. FOSCA FR,06/01/2025,1500,316,0.21
8360,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,373.50,0.25
8506,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,373.50,0.25
8391,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1000,249,0.25
8537,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1000,249,0.25
8315,LITORAL,FRESCOR 2025,REVOADA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,373.50,0.25
8452,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,373.50,0.25
8407,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,309.50,0.21
8414,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,309.50,0.21
8339,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,309.50,0.21
8490,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,489.01,0.33
8384,LITORAL,FRESCOR 2025,REVOADA AZUL,LAMINAÇÃO,LAM. FOSCA FR,13/01/2025,1500,489.01,0.33
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/01/2025,99,217.80,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,13/01/2025,218,450,2.06
8452,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,22/01/2025,1500,630,0.42
8414,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,22/01/2025,1550,651,0.42
8490,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,22/01/2025,1400,588,0.42
8506,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,22/01/2025,1550,651,0.42
8445,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,22/01/2025,1350,567,0.42
8407,LAGOA,FRESCOR 2025,CISNE FLORAL VERDE,HOT,HOT STAMPING,22/01/2025,1550,651,0.42
8469,LAGOA,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,22/01/2025,1550,651,0.42
8537,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,22/01/2025,1000,420,0.42
8520,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,22/01/2025,2000,840,0.42
8483,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,22/01/2025,1040,436,0.42
8421,LAGOA,FRESCOR 2025,PEDALINHO,HOT,HOT STAMPING,22/01/2025,1350,567,0.42
8438,LAGOA,FRESCOR 2025,PASSEIO DOS CISNES,HOT,HOT STAMPING,22/01/2025,1530,642,0.42
8413,,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,22/01/2025,1550,651,0.42
8476,,FRESCOR 2025,CISNE FLORAL OFF WHITE,HOT,HOT STAMPING,22/01/2025,1500,630,0.42
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/01/2025,430,450,1.05
5505,BOSSA NOVA,FRESCOR 2024,BOÊMIA,LAMINAÇÃO,LAM.SUPER FOSCA FR,22/01/2025,30,66,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/01/2025,14,30.80,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,28/01/2025,20,44,2.20
548,MELISSA,COLEÇÃO 2023,PLANNER SEMANAL NOTAS A5 - COLMEIA,VERNIZ,VERNIZ LOCALIZADO,28/01/2025,1820,600.80,0.33
548,MELISSA,COLEÇÃO 2023,COLMEIA,HOT,HOT STAMPING,28/01/2025,1820,1310,0.72
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,59,129.80,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,220,450,2.05
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,168,369.60,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,8,17.60,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,275,450,1.64
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,10/02/2025,71,156.20,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,17/02/2025,420,450,1.07
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,17/02/2025,385,450,1.17
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,17/02/2025,12,26.40,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,24/02/2025,340,450,1.32
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,24/02/2025,31,68.20,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,11/03/2025,7,15.40,2.20
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM.SUPER FOSCA FR,11/03/2025,78,171.60,2.20
5734,FABULA,COLEÇÃO 2025,LUVA,HOT,HOT STAMPING,11/03/2025,1350,2025,1.50
5734,BEBE,ALBUM DO BEBÊ,BEBE CICERO,HOT,HOT STAMPING,11/03/2025,1500,2250,1.50
5529/5543,BOSSA NOVA,FRESCOR 2024,BOÊMIA,HOT,HOT STAMPING,11/03/2025,1470,1087.80,0
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,11/03/2025,1550,308.97,0.20
7097,MELISSA,COLEÇÃO 2024,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,11/03/2025,1550,308.97,0.20
609,MELISSA,COLEÇÃO 2023,CAMINHO DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,11/03/2025,1550,480,0.31
