CODIGO,TRABALHO,COLECAO,ARTE/HOT,SERVICO_GERAL,SERVICO_ESPECIFICO,DATA,QUANTIDADE,PRECO_TOTAL,PRECO_UNIT
134,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2200,482.56,0.22
479,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.11,0.22
561,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.11,0.22
127,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.11,0.22
578,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.15,0.22
745,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.15,0.22
769,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,285.15,0.22
9794,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2000,438.67,0.22
11,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2000,438.67,0.22
28,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2000,438.67,0.22
9848,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,822.47,0.33
9190,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,822.47,0.33
9770,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.96,0.22
4,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.96,0.22
8988,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,3000,657.96,0.22
9763,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,548.32,0.22
8995,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,548.32,0.22
8957,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2500,548.32,0.22
9817,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,213.89,0.16
9930,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,213.89,0.16
9305,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,213.89,0.16
9169,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,213.89,0.16
9756,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1200,328.02,0.27
9183,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1200,328.02,0.27
9398,LIBELULAS,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,409.93,0.27
8926,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,409.93,427.56
9855,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
9244,LIBELULAS,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
8933,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
9268,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
9992,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
9275,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,329.04,0.22
9947,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,427.58,0.33
1070,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1300,427.58,0.33
9787,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2000,529.08,0.26
9022,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,2000,529.08,0.26
905,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1800,476.02,0.26
974,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1800,476.02,0.26
9251,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,900,148.07,0.16
,PERSONALIZADO,COLEÇÃO 2026,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,900,148.07,0.16
9985,PRAIA,COLEÇÃO 2026,ARPOADOR,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,900,148.07,0.16
9374,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,900,148.07,0.16
967,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2200,482.50,0.22
981,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2200,482.50,0.22
998,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2200,482.50,0.22
9886,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.63,0.22
943,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.63,0.22
899,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.63,0.22
950,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2350,515.45,0.22
9053,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2350,515.45,0.22
8940,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2350,515.45,0.22
9879,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.61,0.22
9039,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.61,0.22
8964,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2100,460.61,0.22
707,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1850,405.76,0.22
8971,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1850,405.76,0.22
8971,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1850,405.76,0.22
677,POLEN,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2050,449.58,0.22
9824,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2050,449.58,0.22
912,ORIGENS,COLEÇÃO 2026,AQUA OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2050,449.58,0.22
9978,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,BARCOS,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,ARPOADOR,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,198.74,0.13
9978,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,198.74,0.13
837,FABULA,COLEÇÃO 2026,FLORES NO QUADRADINHO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
837,FABULA,COLEÇÃO 2026,FLORES VERMELHAS,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
639,POLEN,COLEÇÃO 2026,SARDINHA,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
615,POLEN,COLEÇÃO 2026,CHÁ,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
9220,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1550,205.38,0.13
660,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1600,526.40,0.33
1063,ORIGENS,COLEÇÃO 2026,AQUA TRAÇO,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1600,526.40,0.33
684,POLEN,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2180,576.61,0.26
1056,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2180,576.61,0.26
1032,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,449.65,0.26
9084,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,449.65,0.26
9350,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1100,241.27,0.22
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1100,241.27,0.22
9060,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1100,241.27,0.22
9329,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,335.85,0.22
820,FABULA,COLEÇÃO 2026,GULOSEIMAS,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,335.85,0.22
9046,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,335.85,0.22
9862,PRAIA,COLEÇÃO 2026,BARRACA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,403.02,0.22
9800,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,403.02,0.22
9213,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,403.02,0.22
646,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,503.78,0.34
9107,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,503.78,0.34
721,POLEN,COLEÇÃO 2026,LATA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,317.29,0.26
9121,JARDIM,COLEÇÃO 2026,VERDE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,317.29,0.26
9916,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,317.29,0.26
9138,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,317.29,0.26
813,FABULA,COLEÇÃO 2026,LUVA CADERNO DO BEBE,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,1300,633.10,0.49
9367,LIBELULAS,COLEÇÃO 2026,AZUL,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,620,135.99,0.22
5505/5499,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,620,135.99,0.22
5505/5499,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,04/08/2025,620,135.99,0.22
141,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,2000,567.99,0.28
9077,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,2000,567.99,0.28
9831,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,255.60,0.14
776,POLEN,COLEÇÃO 2026,LATA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,255.60,0.14
9206,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,255.60,0.14
1001,ORIGENS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1800,255.60,0.14
158,BOSSA NOVA,COLEÇÃO 2026,CARAMELO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,425.99,0.28
844,FABULA,COLEÇÃO 2026,FROZAO,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1500,425.99,0.28
9343,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,340.79,0.28
813,FABULA,COLEÇÃO 2026,ALEGRINHA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1200,340.79,0.28
790,FABULA,COLEÇÃO 2026,GULOSEIMAS,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1000,189.33,0.19
1018,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1000,189.33,0.19
1018,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,22/07/2025,1000,189.33,0.19
752,POLEN,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1250,331.26,0.27
9176,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1250,331.26,0.27
9381,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1130,299.46,0.27
7424,BOSSA NOVA,COLEÇÃO 2026,BOÊMIA,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1130,299.46,0.27
9909,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,750,141.67,0.19
9961,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,141.67,0.09
,PERSONALIZADO,2025,PERSONALIZADO,LAMINAÇÃO,LAM. FOSCA FR,16/06/2025,1500,141.67,0.09
,PERSONALIZADO,2025,PERSONALIZADO,VERNIZ,VERNIZ LOCALIZADO,16/06/2025,1500,480,0.32
,PRAIA,COLEÇÃO 2026,SOL,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,323.50,0.22
9442,MELISSA,COLEÇÃO 2026,MINI BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,323.50,0.22
9404,MELISSA,COLEÇÃO 2026,MINI BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1500,323.50,0.22
9442,MELISSA,COLEÇÃO 2026,MINI BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,1500,342,0.23
9404,MELISSA,COLEÇÃO 2026,MINI BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,1500,342,0.23
9237,LIBELULAS,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1300,309.30,0.24
9312,LIBELULAS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1300,309.30,0.24
9701,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,1300,309.30,0.24
9701,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,1300,540,0.42
9718,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3900,1046.45,0.27
9497,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3900,1046.45,0.27
9718,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3900,623.80,0.16
9497,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3900,623.80,0.16
9510,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2650,587.83,0.22
9435,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2650,587.83,0.22
1100,ORIGENS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,23/06/2025,2650,587.83,0.22
9510,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,23/06/2025,2650,788.50,0.30
9435,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,23/06/2025,2650,788.50,0.30
653,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,30/06/2025,1500,332.73,0.22
1094,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,30/06/2025,1500,332.73,0.22
9695,MELISSA,COLEÇÃO 2026,MAX BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,30/06/2025,1500,332.73,0.22
9695,MELISSA,COLEÇÃO 2026,MAX BLOOMY,VERNIZ,VERNIZ LOCALIZADO,30/06/2025,1500,656.30,0.44
9565,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3500,595.68,0.17
9725,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3500,595.68,0.17
9565,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3500,1164.57,0.33
9725,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3500,1164.57,0.33
9480,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3200,840.74,0.26
9503,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3200,840.74,0.26
9480,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3200,551.26,0.17
9503,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3200,551.26,0.17
9619,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2300,510.19,0.22
9541,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2300,510.19,0.22
9428,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2300,510.19,0.22
9619,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,2300,290.11,0.13
9541,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,2300,290.11,0.13
9428,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,2300,290.11,0.13
9602,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2600,683.10,0.26
9411,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2600,683.10,0.26
9602,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2600,657.30,0.25
9411,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2600,657.30,0.25
9596,MELISSA,COLEÇÃO 2026,MAX BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3000,631.58,0.21
9459,MELISSA,COLEÇÃO 2026,MAX BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3000,631.58,0.21
936,ORIGENS,COLEÇÃO 2026,TERRA,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,3000,631.58,0.21
9596,MELISSA,COLEÇÃO 2026,MAX BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3000,579.63,0.19
9459,MELISSA,COLEÇÃO 2026,MAX BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,3000,579.63,0.19
9015,JARDIM,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2950,654.38,0.22
9473,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2950,654.38,0.22
9466,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2950,654.38,0.22
9473,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2950,522.11,0.18
9466,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2950,522.11,0.18
9008,JARDIM,COLEÇÃO 2026,PRETO,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2100,551.73,0.26
9589,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2100,551.73,0.26
9589,MELISSA,COLEÇÃO 2026,BLOCK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2100,1110.83,0.53
929,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2400,532.37,0.22
9572,MELISSA,COLEÇÃO 2026,MINI BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2400,532.37,0.22
9534,MELISSA,COLEÇÃO 2026,PINK BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,08/07/2025,2400,532.37,0.22
9572,MELISSA,COLEÇÃO 2026,MINI BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2400,448.54,0.19
9534,MELISSA,COLEÇÃO 2026,PINK BLOOMY,VERNIZ,VERNIZ LOCALIZADO,08/07/2025,2400,448.54,0.19
837,FABULA,COLEÇÃO 2026,FLORES AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,840,220.69,0.26
9558,MELISSA,COLEÇÃO 2026,MAX BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,840,220.69,0.26
9558,MELISSA,COLEÇÃO 2026,MAX BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,840,507.97,0.60
608,POLEN,COLEÇÃO 2026,GARRAFA,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,223.32,0.13
622,POLEN,COLEÇÃO 2026,LATA,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,223.32,0.13
9558,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,223.32,0.13
9558,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1700,223.32,0.13
9558,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,1700,348.26,0.20
9558,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,1700,348.26,0.20
1087,ORIGENS,COLEÇÃO 2026,OFF WHITE,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1500,525.46,0.35
9671,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1500,525.46,0.35
9671,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,1500,380.08,0.25
1025,ORIGENS,COLEÇÃO 2026,AQUA AZUL,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2000,665.47,0.33
9640,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2000,665.47,0.33
9640,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,2000,790.06,0.40
9893,PRAIA,COLEÇÃO 2026,CACHORROS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2600,865.11,0.33
7585,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,2600,865.11,0.33
7585,MELISSA,COLEÇÃO 2026,CASINHA DAS ABELHAS,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,2600,574.18,0.22
9664,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1500,394.10,0.26
9657,MELISSA,COLEÇÃO 2026,MAX BLOOMY,LAMINAÇÃO,LAM. FOSCA FR,14/07/2025,1500,394.10,0.26
9664,MELISSA,COLEÇÃO 2026,COLOR BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,1500,321.41,0.21
9657,MELISSA,COLEÇÃO 2026,MAX BLOOMY,VERNIZ,VERNIZ LOCALIZADO,14/07/2025,1500,321.41,0.21
